"REF_DATE","GEO","DGUID","Sex","Selected causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Newfoundland and Labrador","2016A000210","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573161","2.1.8.1","2820","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573162","2.1.8.2","588.0","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573163","2.1.9.1","1545","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573164","2.1.9.2","322.2","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573165","2.2.8.1","2063","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573166","2.2.8.2","866.7","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573167","2.2.9.1","1360","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573168","2.2.9.2","571.5","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573169","2.3.8.1","757","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573170","2.3.8.2","313.5","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573171","2.3.9.1","185","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573172","2.3.9.2","76.6","","","","1"
"2006","Prince Edward Island","2015A00071100","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573173","3.1.8.1","1308","","","","0"
"2006","Prince Edward Island","2015A00071100","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573174","3.1.8.2","1014.5","","","","1"
"2006","Prince Edward Island","2015A00071100","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573175","3.1.9.1","175","","","","0"
"2006","Prince Edward Island","2015A00071100","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573176","3.1.9.2","135.8","","","","1"
"2006","Prince Edward Island","2015A00071100","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573177","3.2.8.1","715","","","","0"
"2006","Prince Edward Island","2015A00071100","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573178","3.2.8.2","1122.2","","","","1"
"2006","Prince Edward Island","2015A00071100","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573179","3.2.9.1","158","","","","0"
"2006","Prince Edward Island","2015A00071100","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573180","3.2.9.2","247.2","","","","1"
"2006","Prince Edward Island","2015A00071100","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573181","3.3.8.1","593","","","","0"
"2006","Prince Edward Island","2015A00071100","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573182","3.3.8.2","909.2","","","","1"
"2006","Prince Edward Island","2015A00071100","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573183","3.3.9.1","18","","","","0"
"2006","Prince Edward Island","2015A00071100","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573184","3.3.9.2","26.9","","","","1"
"2006","Nova Scotia","2016A000212","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573185","4.1.8.1","5941","","","","0"
"2006","Nova Scotia","2016A000212","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573186","4.1.8.2","682.0","","","","1"
"2006","Nova Scotia","2016A000212","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573187","4.1.9.1","3345","","","","0"
"2006","Nova Scotia","2016A000212","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573188","4.1.9.2","384.0","","","","1"
"2006","Nova Scotia","2016A000212","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573189","4.2.8.1","4709","","","","0"
"2006","Nova Scotia","2016A000212","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573190","4.2.8.2","1088.0","","","","1"
"2006","Nova Scotia","2016A000212","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573191","4.2.9.1","2710","","","","0"
"2006","Nova Scotia","2016A000212","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573192","4.2.9.2","626.2","","","","1"
"2006","Nova Scotia","2016A000212","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573193","4.3.8.1","1232","","","","0"
"2006","Nova Scotia","2016A000212","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573194","4.3.8.2","281.1","","","","1"
"2006","Nova Scotia","2016A000212","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573195","4.3.9.1","635","","","","0"
"2006","Nova Scotia","2016A000212","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573196","4.3.9.2","144.9","","","","1"
"2006","New Brunswick","2016A000213","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573197","5.1.8.1","5819","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573198","5.1.8.2","833.1","","","","1"
"2006","New Brunswick","2016A000213","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573199","5.1.9.1","2498","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573200","5.1.9.2","357.5","","","","1"
"2006","New Brunswick","2016A000213","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573201","5.2.8.1","4509","","","","0"
"2006","New Brunswick","2016A000213","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573202","5.2.8.2","1287.3","","","","1"
"2006","New Brunswick","2016A000213","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573203","5.2.9.1","1958","","","","0"
"2006","New Brunswick","2016A000213","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573204","5.2.9.2","558.9","","","","1"
"2006","New Brunswick","2016A000213","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573205","5.3.8.1","1310","","","","0"
"2006","New Brunswick","2016A000213","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573206","5.3.8.2","376.2","","","","1"
"2006","New Brunswick","2016A000213","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573207","5.3.9.1","540","","","","0"
"2006","New Brunswick","2016A000213","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573208","5.3.9.2","155.1","","","","1"
"2006","Quebec","2016A000224","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573209","6.1.8.1","42296","","","","0"
"2006","Quebec","2016A000224","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573210","6.1.8.2","591.1","","","","1"
"2006","Quebec","2016A000224","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573211","6.1.9.1","33098","","","","0"
"2006","Quebec","2016A000224","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573212","6.1.9.2","462.5","","","","1"
"2006","Quebec","2016A000224","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573213","6.2.8.1","30427","","","","0"
"2006","Quebec","2016A000224","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573214","6.2.8.2","846.7","","","","1"
"2006","Quebec","2016A000224","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573215","6.2.9.1","25780","","","","0"
"2006","Quebec","2016A000224","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573216","6.2.9.2","717.4","","","","1"
"2006","Quebec","2016A000224","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573217","6.3.8.1","11870","","","","0"
"2006","Quebec","2016A000224","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573218","6.3.8.2","333.2","","","","1"
"2006","Quebec","2016A000224","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573219","6.3.9.1","7318","","","","0"
"2006","Quebec","2016A000224","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573220","6.3.9.2","205.4","","","","1"
"2006","Ontario","2016A000235","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573221","7.1.8.1","58565","","","","0"
"2006","Ontario","2016A000235","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573222","7.1.8.2","491.1","","","","1"
"2006","Ontario","2016A000235","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573223","7.1.9.1","30245","","","","0"
"2006","Ontario","2016A000235","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573224","7.1.9.2","253.6","","","","1"
"2006","Ontario","2016A000235","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573225","7.2.8.1","42638","","","","0"
"2006","Ontario","2016A000235","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573226","7.2.8.2","715.2","","","","1"
"2006","Ontario","2016A000235","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573227","7.2.9.1","22523","","","","0"
"2006","Ontario","2016A000235","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573228","7.2.9.2","377.8","","","","1"
"2006","Ontario","2016A000235","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573229","7.3.8.1","15927","","","","0"
"2006","Ontario","2016A000235","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573230","7.3.8.2","267.1","","","","1"
"2006","Ontario","2016A000235","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573231","7.3.9.1","7723","","","","0"
"2006","Ontario","2016A000235","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573232","7.3.9.2","129.5","","","","1"
"2006","Manitoba","2016A000246","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573233","8.1.8.1","8835","","","","0"
"2006","Manitoba","2016A000246","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573234","8.1.8.2","805.9","","","","1"
"2006","Manitoba","2016A000246","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573235","8.1.9.1","4920","","","","0"
"2006","Manitoba","2016A000246","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573236","8.1.9.2","448.8","","","","1"
"2006","Manitoba","2016A000246","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573237","8.2.8.1","5922","","","","0"
"2006","Manitoba","2016A000246","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573238","8.2.8.2","1069.2","","","","1"
"2006","Manitoba","2016A000246","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573239","8.2.9.1","3725","","","","0"
"2006","Manitoba","2016A000246","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573240","8.2.9.2","672.6","","","","1"
"2006","Manitoba","2016A000246","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573241","8.3.8.1","2913","","","","0"
"2006","Manitoba","2016A000246","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573242","8.3.8.2","537.1","","","","1"
"2006","Manitoba","2016A000246","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573243","8.3.9.1","1195","","","","0"
"2006","Manitoba","2016A000246","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573244","8.3.9.2","220.3","","","","1"
"2006","Saskatchewan","2016A000247","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573245","9.1.8.1","9226","","","","0"
"2006","Saskatchewan","2016A000247","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573246","9.1.8.2","1014.6","","","","1"
"2006","Saskatchewan","2016A000247","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573247","9.1.9.1","3848","","","","0"
"2006","Saskatchewan","2016A000247","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573248","9.1.9.2","423.1","","","","1"
"2006","Saskatchewan","2016A000247","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573249","9.2.8.1","6858","","","","0"
"2006","Saskatchewan","2016A000247","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573250","9.2.8.2","1493.7","","","","1"
"2006","Saskatchewan","2016A000247","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573251","9.2.9.1","2975","","","","0"
"2006","Saskatchewan","2016A000247","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573252","9.2.9.2","647.9","","","","1"
"2006","Saskatchewan","2016A000247","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573253","9.3.8.1","2367","","","","0"
"2006","Saskatchewan","2016A000247","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573254","9.3.8.2","525.9","","","","1"
"2006","Saskatchewan","2016A000247","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573255","9.3.9.1","873","","","","0"
"2006","Saskatchewan","2016A000247","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573256","9.3.9.2","193.8","","","","1"
"2006","Alberta","2016A000248","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573257","10.1.8.1","23267","","","","0"
"2006","Alberta","2016A000248","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573258","10.1.8.2","725.5","","","","1"
"2006","Alberta","2016A000248","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573259","10.1.9.1","11965","","","","0"
"2006","Alberta","2016A000248","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573260","10.1.9.2","373.1","","","","1"
"2006","Alberta","2016A000248","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573261","10.2.8.1","16926","","","","0"
"2006","Alberta","2016A000248","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573262","10.2.8.2","1032.4","","","","1"
"2006","Alberta","2016A000248","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573263","10.2.9.1","8753","","","","0"
"2006","Alberta","2016A000248","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573264","10.2.9.2","533.8","","","","1"
"2006","Alberta","2016A000248","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573265","10.3.8.1","6341","","","","0"
"2006","Alberta","2016A000248","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573266","10.3.8.2","404.6","","","","1"
"2006","Alberta","2016A000248","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573267","10.3.9.1","3213","","","","0"
"2006","Alberta","2016A000248","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573268","10.3.9.2","205.0","","","","1"
"2006","British Columbia","2016A000259","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573269","11.1.8.1","25363","","","","0"
"2006","British Columbia","2016A000259","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573270","11.1.8.2","629.4","","","","1"
"2006","British Columbia","2016A000259","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573271","11.1.9.1","9815","","","","0"
"2006","British Columbia","2016A000259","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573272","11.1.9.2","243.5","","","","1"
"2006","British Columbia","2016A000259","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573273","11.2.8.1","19529","","","","0"
"2006","British Columbia","2016A000259","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573274","11.2.8.2","965.9","","","","1"
"2006","British Columbia","2016A000259","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573275","11.2.9.1","7793","","","","0"
"2006","British Columbia","2016A000259","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573276","11.2.9.2","385.4","","","","1"
"2006","British Columbia","2016A000259","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573277","11.3.8.1","5835","","","","0"
"2006","British Columbia","2016A000259","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573278","11.3.8.2","290.5","","","","1"
"2006","British Columbia","2016A000259","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573279","11.3.9.1","2023","","","","0"
"2006","British Columbia","2016A000259","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573280","11.3.9.2","100.7","","","","1"
"2006","Yukon","2015A00076001","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573281","12.1.8.1","658","","","","0"
"2006","Yukon","2015A00076001","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573282","12.1.8.2","2157.9","","","","1"
"2006","Yukon","2015A00076001","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573283","12.1.9.1","73","","","","0"
"2006","Yukon","2015A00076001","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573284","12.1.9.2","237.9","","","","1"
"2006","Yukon","2015A00076001","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573285","12.2.8.1","360","","","","0"
"2006","Yukon","2015A00076001","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573286","12.2.8.2","2340.1","","","","1"
"2006","Yukon","2015A00076001","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573287","12.2.9.1","45","","","","0"
"2006","Yukon","2015A00076001","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573288","12.2.9.2","292.5","","","","1"
"2006","Yukon","2015A00076001","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573289","12.3.8.1","298","","","","0"
"2006","Yukon","2015A00076001","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573290","12.3.8.2","1972.2","","","","1"
"2006","Yukon","2015A00076001","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573291","12.3.9.1","28","","","","0"
"2006","Yukon","2015A00076001","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573292","12.3.9.2","182.3","","","","1"
"2006","Northwest Territories","2015A00076101","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573293","14.1.8.1","952","","","","0"
"2006","Northwest Territories","2015A00076101","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573294","14.1.8.2","2283.8","","","","1"
"2006","Northwest Territories","2015A00076101","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573295","14.1.9.1","213","","","","0"
"2006","Northwest Territories","2015A00076101","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573296","14.1.9.2","509.8","","","","1"
"2006","Northwest Territories","2015A00076101","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573297","14.2.8.1","667","","","","0"
"2006","Northwest Territories","2015A00076101","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573298","14.2.8.2","3099.9","","","","1"
"2006","Northwest Territories","2015A00076101","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573299","14.2.9.1","180","","","","0"
"2006","Northwest Territories","2015A00076101","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573300","14.2.9.2","836.5","","","","1"
"2006","Northwest Territories","2015A00076101","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573301","14.3.8.1","285","","","","0"
"2006","Northwest Territories","2015A00076101","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573302","14.3.8.2","1412.9","","","","1"
"2006","Northwest Territories","2015A00076101","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573303","14.3.9.1","33","","","","0"
"2006","Northwest Territories","2015A00076101","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573304","14.3.9.2","161.2","","","","1"
"2006","Nunavut","2015A00076201","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573305","15.1.8.1","665","","","","0"
"2006","Nunavut","2015A00076201","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573306","15.1.8.2","2202.7","","","","1"
"2006","Nunavut","2015A00076201","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573307","15.1.9.1","735","","","","0"
"2006","Nunavut","2015A00076201","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573308","15.1.9.2","2434.6","","","","1"
"2006","Nunavut","2015A00076201","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573309","15.2.8.1","613","","","","0"
"2006","Nunavut","2015A00076201","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573310","15.2.8.2","3949.6","","","","1"
"2006","Nunavut","2015A00076201","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573311","15.2.9.1","603","","","","0"
"2006","Nunavut","2015A00076201","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573312","15.2.9.2","3885.1","","","","1"
"2006","Nunavut","2015A00076201","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573313","15.3.8.1","53","","","","0"
"2006","Nunavut","2015A00076201","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573314","15.3.8.2","357.6","","","","1"
"2006","Nunavut","2015A00076201","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573315","15.3.9.1","133","","","","0"
"2006","Nunavut","2015A00076201","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573316","15.3.9.2","902.5","","","","1"
"2007","Canada","2016A000011124","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573149","1.1.8.1","189505","","","","0"
"2007","Canada","2016A000011124","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573150","1.1.8.2","614.8","","","","1"
"2007","Canada","2016A000011124","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573151","1.1.9.1","108308","","","","0"
"2007","Canada","2016A000011124","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573152","1.1.9.2","351.4","","","","1"
"2007","Canada","2016A000011124","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573153","1.2.8.1","139672","","","","0"
"2007","Canada","2016A000011124","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573154","1.2.8.2","901.4","","","","1"
"2007","Canada","2016A000011124","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573155","1.2.9.1","81778","","","","0"
"2007","Canada","2016A000011124","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573156","1.2.9.2","527.8","","","","1"
"2007","Canada","2016A000011124","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573157","1.3.8.1","49834","","","","0"
"2007","Canada","2016A000011124","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573158","1.3.8.2","325.1","","","","1"
"2007","Canada","2016A000011124","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573159","1.3.9.1","26530","","","","0"
"2007","Canada","2016A000011124","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573160","1.3.9.2","173.1","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573161","2.1.8.1","2363","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573162","2.1.8.2","496.7","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573163","2.1.9.1","1620","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573164","2.1.9.2","340.6","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573165","2.2.8.1","1863","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573166","2.2.8.2","787.6","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573167","2.2.9.1","1550","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573168","2.2.9.2","655.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573169","2.3.8.1","500","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573170","2.3.8.2","209.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573171","2.3.9.1","70","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573172","2.3.9.2","29.3","","","","1"
"2007","Prince Edward Island","2015A00071100","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573173","3.1.8.1","620","","","","0"
"2007","Prince Edward Island","2015A00071100","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573174","3.1.8.2","482.0","","","","1"
