submission_date,state,case_number,death_number,new_death
2022-08-10,KS,222.62,0.00,0
2020-11-01,KS,0.00,0.00,0
2021-03-20,KS,0.00,0.00,0
2021-07-28,KS,36.75,0.13,4
2020-11-17,KS,0.00,0.00,0
2020-05-19,KS,0.00,0.00,0
2021-08-25,KS,58.72,1.25,37
2022-08-06,KS,0.00,0.00,0
2022-09-13,KS,0.00,0.00,0
2020-10-24,KS,0.00,0.00,0
2021-02-27,KS,0.00,0.00,0
2020-09-10,KS,0.00,0.00,0
2022-08-29,KS,0.00,0.00,0
2020-11-29,KS,0.00,0.00,0
2020-08-03,KS,35.91,0.24,7
2021-12-27,KS,234.16,0.47,14
2022-06-13,KS,0.00,0.00,0
2022-05-22,KS,0.00,0.00,0
2020-12-07,KS,193.36,2.36,70
2022-08-04,KS,0.00,0.00,0
2020-06-27,KS,0.00,0.00,0
2020-06-20,KS,0.00,0.00,0
2021-01-23,KS,0.00,0.00,0
2022-05-09,KS,0.00,0.00,0
2021-09-16,KS,54.16,0.00,0
2020-08-24,KS,52.14,0.24,7
2021-07-01,KS,6.88,0.00,0
2020-11-24,KS,0.00,0.00,0
2020-12-02,KS,155.74,4.02,119
2021-08-21,KS,31.22,0.00,0
2022-05-19,KS,0.00,0.00,0
2021-02-16,KS,0.00,0.00,0
2020-08-26,KS,51.83,0.00,0
2022-02-19,KS,0.00,0.00,0
2021-07-29,KS,33.75,0.00,0
2021-05-29,KS,3.54,0.00,0
2020-04-14,KS,3.41,0.30,9
2022-02-11,KS,110.21,0.88,26
2022-03-12,KS,0.00,0.00,0
2022-06-03,KS,0.00,0.00,0
2021-03-09,KS,0.00,0.00,0
2021-06-16,KS,5.57,0.10,3
2020-08-18,KS,0.00,0.00,0
2021-06-24,KS,4.83,0.00,0
2021-05-31,KS,3.54,0.00,0
2021-11-11,KS,0.00,0.00,0
2021-02-04,KS,0.00,0.00,0
2022-07-28,KS,0.00,0.00,0
2021-10-21,KS,31.92,0.00,0
2022-05-31,KS,0.00,0.00,0
2022-07-09,KS,0.00,0.00,0
2020-03-05,KS,0.00,0.00,0
2021-01-30,KS,0.00,0.00,0
2022-02-27,KS,0.00,0.00,0
2021-03-27,KS,0.00,0.00,0
2022-07-06,KS,182.06,0.30,9
2022-04-29,KS,68.07,1.28,38
2021-08-13,KS,50.48,0.94,28
2021-07-16,KS,18.93,0.03,1
2022-07-12,KS,0.00,0.00,0
2021-04-23,KS,8.27,0.24,7
2021-12-22,KS,171.23,1.15,34
2022-06-24,KS,0.00,0.00,0
2022-02-01,KS,0.00,0.00,0
2022-08-28,KS,0.00,0.00,0
2021-08-24,KS,58.65,0.00,0
2022-10-01,KS,0.00,0.00,0
2021-02-25,KS,0.00,0.00,0
2021-06-30,KS,7.69,0.20,6
2021-06-26,KS,3.88,0.00,0
2020-03-12,KS,0.10,0.03,1
2020-06-04,KS,0.00,0.00,0
2022-06-28,KS,0.00,0.00,0
2022-03-05,KS,0.00,0.00,0
2021-03-28,KS,0.00,0.00,0
2022-07-14,KS,0.00,0.00,0
2022-06-29,KS,168.33,0.24,7
2022-07-03,KS,0.00,0.00,0
2021-01-14,KS,0.00,0.00,0
2022-09-26,KS,0.00,0.00,0
2021-07-07,KS,7.39,0.10,3
2022-07-02,KS,0.00,0.00,0
2022-07-30,KS,0.00,0.00,0
2020-12-04,KS,210.37,3.61,107
2020-10-07,KS,41.98,0.57,17
2020-10-06,KS,0.00,0.00,0
2022-03-01,KS,0.00,0.00,0
2022-08-23,KS,0.00,0.00,0
2022-05-05,KS,0.00,0.00,0
2022-02-13,KS,0.00,0.00,0
2021-01-20,KS,121.15,1.69,50
2021-11-20,KS,0.00,0.00,0
2021-01-10,KS,0.00,0.00,0
2020-03-31,KS,2.02,0.03,1
2020-03-20,KS,0.30,0.00,0
2022-09-25,KS,0.00,0.00,0
2022-04-02,KS,0.00,0.00,0
2021-02-11,KS,0.00,0.00,0
2021-06-12,KS,2.73,0.00,0
2021-11-09,KS,19.91,0.00,0
2020-09-22,KS,0.00,0.00,0
2022-05-07,KS,0.00,0.00,0
2020-03-23,KS,0.61,0.00,0
2022-03-11,KS,10.23,0.10,3
2021-07-11,KS,7.56,0.10,3
2020-03-07,KS,0.00,0.00,0
2022-09-06,KS,0.00,0.00,0
2020-11-25,KS,193.63,1.59,47
2021-12-15,KS,139.64,0.67,20
2020-11-15,KS,0.00,0.00,0
2022-04-18,KS,0.00,0.00,0
2020-05-14,KS,0.00,0.00,0
2021-10-25,KS,49.84,1.05,31
2020-06-16,KS,0.00,0.00,0
2021-11-29,KS,27.91,0.44,13
2022-08-31,KS,193.97,0.27,8
2022-10-02,KS,0.00,0.00,0
2020-12-26,KS,0.00,0.00,0
2021-04-29,KS,10.46,0.00,0
2020-10-14,KS,43.63,2.26,67
2021-11-08,KS,45.19,1.32,39
2022-03-24,KS,0.00,0.00,0
2021-02-19,KS,71.37,3.14,93
2021-01-02,KS,0.00,0.00,0
2021-08-27,KS,58.25,0.40,12
2021-02-28,KS,0.00,0.00,0
2021-02-08,KS,47.18,3.24,96
2020-10-30,KS,105.83,0.74,22
2021-07-02,KS,6.92,0.10,3
2020-05-23,KS,0.00,0.00,0
2020-12-18,KS,197.65,2.97,88
2022-10-12,KS,96.72,0.57,17
2021-04-12,KS,16.30,-0.27,-8
2020-08-01,KS,0.00,0.00,0
2022-04-07,KS,0.00,0.00,0
2020-10-29,KS,0.00,0.00,0
2021-11-04,KS,0.00,0.00,0
2022-03-21,KS,3.88,0.13,4
2022-06-10,KS,0.00,0.00,0
2021-04-26,KS,5.57,0.07,2
2021-09-12,KS,32.36,0.07,2
2020-09-09,KS,16.74,0.34,10
2020-07-18,KS,0.00,0.00,0
2022-08-02,KS,0.00,0.00,0
2020-07-23,KS,0.00,0.00,0
2022-04-06,KS,0.00,0.00,0
2021-02-13,KS,0.00,0.00,0
2022-04-11,KS,0.00,0.00,0
2021-03-12,KS,17.51,-0.91,-27
2020-05-05,KS,7.19,0.03,1
2020-07-05,KS,0.00,0.00,0
2020-12-06,KS,-3.07,0.00,0
2020-05-13,KS,11.88,0.20,6
2022-03-13,KS,0.00,0.00,0
2022-10-11,KS,0.00,0.00,0
2020-10-02,KS,45.96,0.67,20
2020-07-15,KS,29.53,0.37,11
2020-12-20,KS,0.00,0.00,0
2020-10-27,KS,0.00,0.00,0
2020-04-22,KS,6.28,0.10,3
2022-04-16,KS,0.00,0.00,0
2022-03-20,KS,0.00,0.00,0
2020-09-28,KS,68.74,0.17,5
2022-01-24,KS,481.56,0.57,17
2021-01-21,KS,0.00,0.00,0
2020-08-19,KS,24.40,0.20,6
2020-06-24,KS,17.04,0.07,2
2020-07-06,KS,33.14,0.10,3
2020-10-08,KS,0.00,0.00,0
2020-04-24,KS,9.96,-0.03,-1
2022-06-02,KS,0.00,0.00,0
2021-02-14,KS,0.00,0.00,0
2021-10-06,KS,39.01,1.18,35
2022-10-03,KS,0.00,0.00,0
2022-07-25,KS,0.00,0.00,0
2021-12-11,KS,0.00,0.00,0
2021-01-07,KS,0.00,0.00,0
2022-09-18,KS,0.00,0.00,0
2020-04-01,KS,1.82,0.03,1
2020-10-17,KS,0.00,0.00,0
2021-08-23,KS,31.32,0.13,4
2021-04-05,KS,11.95,-0.17,-5
2021-02-21,KS,0.00,0.00,0
2022-04-12,KS,0.00,0.00,0
2021-03-26,KS,17.08,0.34,10
2022-04-21,KS,0.00,0.00,0
2020-05-24,KS,0.00,0.00,0
2021-09-30,KS,39.96,0.00,0
2022-05-04,KS,0.00,0.00,0
2020-06-17,KS,8.84,0.07,2
2022-09-17,KS,0.00,0.00,0
2021-11-06,KS,0.00,0.00,0
2020-10-23,KS,59.87,0.78,23
2020-08-09,KS,0.00,0.00,0
2021-03-15,KS,15.86,0.37,11
2020-07-30,KS,0.00,0.00,0
2022-06-19,KS,0.00,0.00,0
2021-01-29,KS,73.16,2.06,61
2020-05-02,KS,10.02,0.03,1
2020-09-15,KS,0.00,0.00,0
2021-10-28,KS,0.00,0.00,0
2020-03-01,KS,0.00,0.00,0
2020-10-09,KS,62.60,1.35,40
2020-03-02,KS,0.00,0.00,0
2022-04-20,KS,0.00,0.00,0
2021-01-25,KS,87.81,0.81,24
2020-07-16,KS,0.00,0.00,0
2020-10-04,KS,0.00,0.00,0
2021-11-21,KS,0.00,0.00,0
2022-09-12,KS,0.00,0.00,0
2020-05-20,KS,6.72,0.17,5
2021-12-21,KS,0.00,0.00,0
2021-05-01,KS,5.77,0.00,0
2020-09-08,KS,0.00,0.00,0
2021-07-08,KS,14.34,0.17,5
2021-10-11,KS,19.13,0.24,7
2022-09-20,KS,0.00,0.00,0
2022-06-21,KS,0.00,0.00,0
2021-07-18,KS,8.98,0.00,0
2022-01-02,KS,0.00,0.00,0
2021-11-15,KS,68.13,-0.13,-4
2021-06-04,KS,3.44,0.13,4
2020-03-22,KS,0.30,0.00,0
2022-03-25,KS,3.44,0.78,23
2022-07-04,KS,0.00,0.00,0
2021-03-16,KS,0.00,0.00,0
2021-07-31,KS,19.13,0.10,3
2022-05-14,KS,0.00,0.00,0
2021-07-15,KS,18.90,0.00,0
2022-09-23,KS,0.00,0.00,0
2021-09-11,KS,32.36,0.07,2
2020-12-12,KS,0.00,0.00,0
2020-03-08,KS,0.03,0.00,0
2021-04-16,KS,18.26,0.30,9
2020-07-08,KS,24.20,0.07,2
2021-04-24,KS,5.53,0.00,0
2022-08-03,KS,226.84,-0.03,-1
2022-05-16,KS,0.00,0.00,0
2020-07-11,KS,0.00,0.00,0
2021-04-18,KS,0.00,0.00,0
2020-12-14,KS,159.42,1.25,37
2022-01-25,KS,0.00,0.00,0
2021-09-06,KS,38.64,0.40,12
2021-06-22,KS,5.40,0.00,0
2020-07-17,KS,34.83,0.00,0
2021-02-07,KS,0.00,0.00,0
2022-05-02,KS,0.00,0.00,0
2020-03-10,KS,0.00,0.00,0
2020-09-16,KS,32.77,1.75,52
2021-10-26,KS,0.00,0.00,0
2020-12-31,KS,0.00,0.00,0
2021-05-14,KS,6.21,0.30,9
2022-10-05,KS,57.30,0.61,18
2021-06-21,KS,1.82,0.00,0
2021-09-18,KS,27.67,0.54,16
2021-09-20,KS,27.74,0.64,19
2022-07-18,KS,0.00,0.00,0
2022-09-16,KS,0.00,0.00,0
2021-08-11,KS,46.27,1.18,35
2021-08-09,KS,30.07,0.30,9
2021-08-15,KS,27.60,0.10,3
2020-07-20,KS,46.20,0.27,8
2021-05-22,KS,3.10,0.00,0
2022-03-07,KS,13.09,0.17,5
2021-12-01,ND,72.62,1.11,9
2020-04-03,ND,1.73,0.00,0
2020-07-31,ND,16.40,0.00,0
2021-03-31,ND,25.65,0.00,0
2022-01-08,ND,114.67,0.12,1
2020-11-03,ND,137.35,1.48,12
2021-10-08,ND,68.06,0.86,7
2022-04-19,ND,11.71,0.00,0
2020-03-06,ND,0.00,0.00,0
2021-05-03,ND,18.37,0.00,0
2021-10-18,ND,113.80,1.23,10
2022-03-24,ND,4.19,0.37,3
2020-08-25,ND,29.34,0.00,0
2020-04-25,ND,6.78,0.12,1
2020-12-10,ND,62.39,3.33,27
2021-02-25,ND,11.10,0.12,1
2020-10-23,ND,115.28,0.99,8
2020-10-12,ND,62.64,1.48,12
2021-12-28,ND,79.03,0.37,3
2020-04-15,ND,2.96,0.00,0
2021-11-27,ND,0.00,0.00,0
2020-09-09,ND,41.06,0.37,3
2022-08-19,ND,30.82,0.00,0
2020-12-30,ND,36.25,1.23,10
2021-10-11,ND,117.26,1.23,10
2020-05-04,ND,4.19,0.00,0
2021-01-27,ND,17.88,0.12,1
2021-12-31,ND,55.61,0.00,0
2021-12-13,ND,82.73,1.73,14
2020-10-31,ND,138.96,0.86,7
2021-09-22,ND,77.55,0.00,0
2021-03-09,ND,12.45,0.37,3
2021-02-28,ND,5.30,0.00,0
2020-11-11,ND,221.94,1.36,11
2021-02-18,ND,14.67,0.00,0
2022-10-14,ND,98.27,0.49,4
2022-03-16,ND,6.90,0.12,1
2022-08-01,ND,59.43,0.00,0
2021-04-23,ND,14.67,0.00,0
2022-04-22,ND,6.90,0.12,1
2021-12-20,ND,68.18,1.23,10
2021-08-25,ND,43.89,0.37,3
2022-04-24,ND,0.00,0.00,0
2020-03-24,ND,0.62,0.00,0
2022-06-14,ND,0.00,0.00,0
2022-06-20,ND,37.36,0.62,5
2021-01-01,ND,14.92,0.12,1
2021-07-16,ND,3.08,0.12,1
2022-10-17,ND,0.00,0.00,0
2021-03-24,ND,24.29,0.12,1
2022-07-01,ND,35.02,0.00,0
2020-08-03,ND,18.25,0.25,2
2022-02-24,ND,34.28,0.37,3
2021-06-02,ND,5.18,0.00,0
2021-06-26,ND,0.37,0.00,0
2022-05-03,ND,14.06,0.00,0
2021-02-24,ND,11.10,0.12,1
2022-05-15,ND,0.00,0.00,0
2021-09-15,ND,70.65,0.49,4
2020-04-29,ND,5.18,0.00,0
2022-04-14,ND,5.06,0.00,0
2020-05-14,ND,8.01,0.00,0
2022-10-04,ND,0.00,0.00,0
2020-06-26,ND,3.45,1.11,9
2021-01-07,ND,34.77,1.36,11
2020-12-20,ND,10.11,0.25,2
2021-09-09,ND,77.92,0.00,0
2020-10-20,ND,61.53,1.23,10
2021-07-07,ND,3.58,0.25,2
2022-08-22,ND,45.00,0.00,0
2022-08-29,ND,14.55,0.00,0
2020-11-20,ND,187.91,1.97,16
2021-07-27,ND,9.86,0.00,0
2022-04-26,ND,11.84,0.00,0
2020-08-28,ND,46.11,0.25,2
2022-09-04,ND,0.00,0.00,0
2021-03-08,ND,11.71,0.00,0
2021-04-15,ND,21.82,0.37,3
2020-12-05,ND,58.81,0.74,6
2021-09-27,ND,135.87,0.37,3
2020-11-09,ND,251.16,4.32,35
2022-04-02,ND,0.00,0.00,0
2022-08-07,ND,0.00,0.00,0
2022-02-28,ND,2.96,0.00,0
2022-03-21,ND,5.67,0.12,1
2020-03-21,ND,0.25,0.00,0
2020-11-23,ND,123.79,4.56,37
2021-11-28,ND,25.77,0.00,0
2020-04-12,ND,1.85,0.12,1
2021-06-03,ND,13.07,0.37,3
2022-03-20,ND,0.00,0.00,0
2021-07-20,ND,3.21,0.12,1
2021-12-09,ND,45.25,0.00,0
2020-06-15,ND,2.59,0.37,3
2020-05-29,ND,4.81,0.25,2
2020-09-08,ND,29.34,0.12,1
2022-04-08,ND,5.80,0.37,3
2020-10-18,ND,81.25,0.49,4
2022-04-07,ND,5.18,0.00,0
2021-09-24,ND,78.54,0.86,7
2021-03-30,ND,26.02,0.00,0
2022-02-21,ND,6.53,0.00,0
2021-04-02,ND,14.43,0.00,0
2020-04-11,ND,1.85,0.12,1
2021-12-07,ND,57.95,1.36,11
2022-05-16,ND,23.67,0.12,1
2020-06-19,ND,4.07,0.12,1
2022-08-13,ND,0.00,0.00,0
2020-08-18,ND,22.93,0.25,2
2021-11-05,ND,74.35,0.37,3
2022-08-28,ND,0.00,0.00,0
2020-06-01,ND,5.92,0.00,0
2022-07-27,ND,37.11,0.00,0
2022-06-27,ND,34.03,0.00,0
2022-07-03,ND,0.00,0.00,0
2022-06-30,ND,32.67,0.00,0
2021-09-06,ND,50.18,0.00,0
2022-08-09,ND,49.57,0.12,1
2022-06-18,ND,0.00,0.00,0
2022-09-26,ND,0.00,0.00,0
2021-02-01,ND,14.18,0.00,0
2021-10-01,ND,87.66,1.23,10
2020-11-29,ND,73.24,0.86,7
2022-03-22,ND,6.04,0.00,0
2020-12-31,ND,33.91,2.10,17
2020-06-14,ND,2.71,0.00,0
2020-08-12,ND,24.78,0.00,0
2022-05-01,ND,0.00,0.00,0
2020-07-08,ND,9.00,0.62,5
2022-02-25,ND,25.03,0.49,4
2020-12-13,ND,24.17,0.62,5
2021-08-31,ND,56.47,0.12,1
2022-04-04,ND,5.43,0.00,0
2021-10-14,ND,69.05,0.86,7
2021-08-08,ND,3.21,0.00,0
2021-09-17,ND,60.17,0.12,1
2022-09-15,ND,125.02,1.23,10
2021-10-19,ND,71.27,0.99,8
2020-05-01,ND,4.93,0.49,4
2022-09-10,ND,0.00,0.00,0
2022-02-15,ND,52.52,0.37,3
2021-05-17,ND,12.33,0.00,0
2020-12-03,ND,104.06,1.48,12
2020-12-29,ND,45.87,0.74,6
2022-09-25,ND,0.00,0.00,0
2020-10-17,ND,88.40,0.62,5
2021-03-18,ND,13.69,0.12,1
2022-09-02,ND,69.05,0.74,6
2022-07-14,ND,42.17,0.00,0
2021-12-25,ND,20.59,0.00,0
2021-06-21,ND,3.82,0.37,3
2022-07-19,ND,47.72,0.00,0
2021-10-17,ND,13.32,0.00,0
2022-09-14,ND,0.00,0.00,0
2020-11-18,ND,170.40,1.23,10
2022-03-05,ND,0.00,0.00,0
2020-05-08,ND,6.66,0.25,2
2021-09-14,ND,116.27,0.49,4
2021-04-07,ND,24.29,0.00,0
2021-04-24,ND,3.95,0.00,0
2020-03-25,ND,0.99,0.00,0
2022-01-24,ND,120.22,1.11,9
2020-06-05,ND,4.81,0.62,5
2021-05-02,ND,6.78,0.00,0
2021-09-07,ND,78.79,0.37,3
2021-01-10,ND,14.06,0.00,0
2022-05-10,ND,18.37,0.00,0
2021-10-09,ND,16.77,0.00,0
2021-07-11,ND,1.11,0.00,0
2022-09-16,ND,0.00,0.00,0
2020-06-17,ND,5.18,0.00,0
2020-04-02,ND,1.48,0.00,0
2020-10-02,ND,54.25,0.86,7
2020-09-12,ND,52.52,0.12,1
2021-06-28,ND,2.10,0.00,0
2021-11-02,ND,80.02,0.62,5
2021-10-02,ND,16.40,0.00,0
2020-11-25,ND,118.86,1.23,10
2021-06-14,ND,4.07,0.12,1
2022-08-02,ND,50.92,0.00,0
2021-06-10,ND,4.32,0.37,3
2022-05-22,ND,0.00,0.00,0
2020-10-07,ND,64.98,0.74,6
2020-11-16,ND,133.41,3.21,26
2021-05-14,ND,10.36,0.00,0
2021-05-01,ND,8.51,0.00,0
2020-10-16,ND,91.73,1.36,11
2022-01-13,ND,346.84,0.37,3
2022-07-26,ND,43.89,0.37,3
2020-06-29,ND,5.43,0.00,0
2020-10-25,ND,64.36,0.62,5
2021-09-02,ND,54.25,0.25,2
2020-04-24,ND,4.81,0.00,0
2021-05-21,ND,8.38,0.00,0
2022-09-06,ND,0.00,0.00,0
2021-02-02,ND,17.02,0.00,0
2021-10-29,ND,64.11,0.74,6
2021-01-14,ND,27.25,0.99,8
2021-07-01,ND,1.36,0.00,0
2021-08-21,ND,7.03,0.00,0
2021-04-17,ND,7.15,0.00,0
2020-04-21,ND,2.10,0.00,0
2021-02-08,ND,-1.11,-0.12,-1
2022-10-08,ND,0.00,0.00,0
2021-01-19,ND,18.62,0.12,1
2020-09-25,ND,61.03,0.99,8
2022-05-26,ND,22.32,0.12,1
2022-03-13,ND,3.33,0.00,0
2021-05-04,ND,20.84,0.37,3
2020-08-02,ND,15.41,0.00,0
2022-07-15,ND,40.69,0.00,0
2020-08-17,ND,16.65,0.25,2
2022-08-04,ND,45.87,1.23,10
2022-08-03,ND,44.14,0.00,0
2020-12-19,ND,30.95,0.00,0
2020-05-23,ND,5.92,0.00,0
2021-07-28,ND,9.25,0.00,0
2022-05-12,ND,11.59,0.00,0
2022-07-09,ND,0.00,0.00,0
2021-01-25,ND,16.28,0.49,4
2022-10-12,ND,0.00,0.00,0
2022-04-12,ND,7.89,0.00,0
2020-12-27,ND,11.47,0.49,4
2020-10-27,ND,95.80,1.48,12
2022-04-23,ND,0.00,0.00,0
2020-09-10,ND,29.71,0.49,4
2020-10-06,ND,60.79,2.96,24
2021-09-05,ND,10.73,0.00,0
2022-05-04,ND,12.70,0.00,0
2020-03-29,ND,0.49,0.00,0
2021-11-17,ND,79.03,0.86,7
2022-02-04,ND,145.98,0.74,6
2020-04-05,ND,2.59,0.00,0
2022-03-31,ND,4.19,0.00,0
2020-06-20,ND,3.08,0.00,0
2022-01-30,ND,88.03,0.00,0
2021-08-14,ND,6.41,0.00,0
2021-11-08,ND,116.15,0.62,5
2020-09-29,ND,54.74,0.86,7
2020-07-03,ND,8.01,1.11,9
2021-04-04,ND,9.37,0.00,0
2021-01-09,ND,19.48,0.00,0
2021-02-15,ND,17.02,0.00,0
2021-08-07,ND,3.08,0.00,0
2020-08-23,ND,15.29,0.12,1
2021-01-22,ND,18.86,0.99,8
2020-08-14,ND,15.04,0.00,0
2021-06-24,ND,1.85,0.00,0
2021-07-05,ND,1.85,0.00,0
2020-09-23,ND,57.95,0.99,8
2022-01-21,ND,328.22,0.74,6
2021-04-22,ND,18.74,0.25,2
2022-08-11,ND,33.41,0.00,0
2022-09-09,ND,118.74,0.00,0
2021-09-12,ND,12.95,0.00,0
2020-11-06,ND,197.52,1.85,15
2020-06-13,ND,5.18,0.00,0
2021-05-05,ND,16.89,0.25,2
2022-05-31,ND,8.26,0.00,0
2021-09-20,ND,104.19,0.86,7
2021-09-28,ND,101.72,0.37,3
2022-01-12,ND,330.19,0.25,2
2021-11-29,ND,122.31,1.85,15
2021-11-14,ND,25.15,0.00,0
2021-01-13,ND,29.96,0.99,8
2020-04-28,ND,6.04,0.00,0
2020-07-02,ND,5.18,0.00,0
2022-07-20,ND,49.57,0.00,0
2022-01-23,ND,69.29,0.00,0
2021-04-25,ND,14.92,0.00,0
2020-05-16,ND,10.73,0.00,0
2021-08-28,ND,10.48,0.00,0
2022-01-10,ND,255.84,0.62,5
2020-05-06,ND,7.03,0.74,6
2022-03-28,ND,4.07,0.37,3
2022-03-07,ND,19.60,0.74,6
2021-10-03,ND,16.40,0.00,0
2020-10-08,ND,80.88,1.36,11
2022-03-10,ND,10.85,0.62,5
2021-12-10,ND,0.00,0.00,0
2020-05-03,ND,4.69,0.12,1
2021-11-16,ND,77.18,0.99,8
2020-08-04,ND,15.29,0.12,1
2021-10-23,ND,0.00,0.00,0
2022-10-10,ND,0.00,0.00,0
2021-05-28,ND,5.67,0.00,0
2022-03-09,ND,11.34,0.49,4
2022-03-23,ND,7.15,0.62,5
2021-04-29,ND,21.58,0.12,1
2021-03-20,ND,6.04,0.00,0
2022-01-07,ND,0.00,0.00,0
2020-07-28,ND,10.60,0.25,2
2020-06-21,ND,4.56,0.12,1
2022-01-14,ND,0.00,0.00,0
2021-11-01,ND,100.24,1.48,12
2021-09-10,ND,61.90,0.25,2
2020-12-21,ND,40.93,0.62,5
2022-01-02,ND,14.30,0.00,0
2021-09-30,ND,80.14,0.00,0
2021-06-25,ND,1.85,0.12,1
2021-04-27,ND,19.23,0.00,0
2022-02-13,ND,24.66,0.00,0
2021-04-08,ND,15.29,0.25,2
2022-09-22,ND,0.00,0.00,0
2021-05-08,ND,5.30,0.00,0
2021-02-07,ND,3.58,0.00,0
2020-03-20,ND,0.86,0.00,0
2020-07-09,ND,12.21,-0.49,-4
2021-04-18,ND,6.29,0.00,0
2020-03-03,ND,0.00,0.00,0
2021-05-31,ND,2.22,0.00,0
2021-02-06,ND,6.04,0.00,0
2022-02-08,ND,119.97,1.11,9
2020-08-19,ND,33.78,0.00,0
2021-03-26,ND,18.99,0.00,0
2020-12-23,ND,27.74,2.10,17
2020-10-21,ND,109.37,1.11,9
2022-03-06,ND,0.00,0.00,0
2022-04-25,ND,12.95,0.25,2
2020-08-27,ND,38.22,0.00,0
2020-05-09,ND,4.81,0.25,2
2021-07-04,ND,0.12,0.00,0
2020-10-05,ND,61.90,0.37,3
2020-05-21,ND,16.52,0.25,2
2021-03-13,ND,4.19,0.00,0
2021-07-29,ND,10.36,0.12,1
2020-12-09,ND,68.68,2.84,23
2020-08-15,ND,17.63,0.49,4
2021-01-24,ND,7.03,0.00,0
2022-07-17,ND,0.00,0.00,0
2022-07-13,ND,43.28,0.37,3
2021-07-13,ND,3.33,0.49,4
2021-10-24,ND,23.30,0.00,0
2020-09-20,ND,35.26,0.12,1
2022-08-17,ND,32.80,0.00,0
2020-04-04,ND,1.60,0.00,0
2022-10-18,ND,0.00,0.00,0
2022-05-11,ND,19.36,0.49,4
2022-02-10,ND,100.49,0.37,3
2021-03-27,ND,5.80,0.00,0
2020-04-30,ND,4.19,0.00,0
2020-09-18,ND,46.48,0.99,8
2020-03-13,ND,0.00,0.00,0
2021-11-12,ND,61.53,1.36,11
2021-03-16,ND,16.52,0.12,1
2021-07-02,ND,0.62,0.00,0
2021-02-14,ND,5.67,0.00,0
2022-01-18,ND,359.29,0.00,0
2021-07-03,ND,0.12,0.00,0
2020-04-26,ND,7.89,0.12,1
2021-05-19,ND,9.62,0.12,1
2020-11-24,ND,132.79,0.49,4
2022-09-05,ND,0.00,0.00,0
2021-12-17,ND,20.34,0.37,3
2022-07-22,ND,35.88,0.00,0
2021-10-28,ND,63.87,0.62,5
2022-02-12,ND,57.95,0.37,3
2021-03-06,ND,13.93,0.12,1
2020-04-01,ND,2.59,0.00,0
2021-04-16,ND,17.14,0.12,1
2020-05-12,ND,6.53,0.25,2
2022-08-16,ND,42.41,0.25,2
2022-04-05,ND,8.01,0.12,1
2021-08-03,ND,11.84,0.12,1
2022-02-18,ND,28.48,0.25,2
2021-12-03,ND,55.61,0.37,3
2020-06-24,ND,5.18,0.00,0
2022-01-29,ND,200.11,0.00,0
2020-09-19,ND,43.28,0.00,0
2020-07-15,ND,12.70,0.12,1
2021-11-22,ND,109.37,1.11,9
2020-04-14,ND,1.23,0.12,1
2022-08-08,ND,58.07,0.00,0
2021-11-30,ND,84.09,0.74,6
2022-08-27,ND,0.00,0.00,0
2021-03-22,ND,20.22,0.25,2
2021-12-18,ND,0.00,0.00,0
2021-06-16,ND,3.45,0.12,1
2021-11-10,ND,76.94,0.25,2
2020-11-17,ND,155.73,1.97,16
2020-07-04,ND,7.03,-1.11,-9
2020-04-13,ND,2.84,0.00,0
2020-03-22,ND,0.25,0.00,0
2020-05-11,ND,3.33,0.12,1
2022-07-06,ND,53.26,0.00,0
2021-01-16,ND,18.49,0.37,3
2021-07-19,ND,7.27,0.00,0
2020-12-18,ND,28.48,0.74,6
2021-07-14,ND,3.95,0.00,0
2020-05-19,ND,7.77,0.12,1
2022-07-28,ND,49.44,0.25,2
2022-07-12,ND,44.14,0.00,0
2021-11-04,ND,70.77,0.49,4
2021-08-02,ND,20.10,0.12,1
2022-01-26,ND,290.37,1.23,10
2020-09-17,ND,110.60,0.00,0
2022-05-07,ND,0.00,0.00,0
2021-09-16,ND,60.42,0.12,1
2022-08-23,ND,35.02,0.12,1
2022-02-01,ND,220.46,1.73,14
2022-02-06,ND,54.37,0.00,0
2022-03-25,ND,5.30,0.00,0
2020-10-04,ND,38.47,0.37,3
2020-04-10,ND,1.11,0.12,1
2020-05-22,ND,10.85,0.12,1
2022-02-20,ND,14.55,0.00,0
2022-05-17,ND,29.47,0.00,0
2021-03-23,ND,16.77,0.12,1
2021-07-23,ND,5.55,0.00,0
2021-12-29,ND,95.19,0.25,2
2022-02-17,ND,35.26,0.37,3
2022-06-13,ND,0.00,0.00,0
2021-01-05,ND,72.99,2.71,22
2020-07-01,ND,4.81,0.12,1
2022-03-26,ND,0.00,0.00,0
2022-02-16,ND,48.58,0.12,1
2020-10-01,ND,58.69,0.99,8
2020-12-22,ND,33.29,0.62,5
2021-08-19,ND,37.24,0.12,1
2022-06-09,ND,54.50,0.12,1
2022-08-31,ND,28.73,0.00,0
2021-01-06,ND,39.95,0.86,7
2022-05-29,ND,0.00,0.00,0
2021-02-23,ND,14.18,0.12,1
2020-08-06,ND,18.49,0.12,1
2020-08-08,ND,10.85,0.00,0
2022-05-30,ND,36.13,0.25,2
2021-12-14,ND,53.63,0.74,6
2022-08-06,ND,0.00,0.00,0
2020-05-07,ND,5.92,0.00,0
2022-03-02,ND,18.12,0.62,5
2021-09-29,ND,93.58,0.12,1
2021-03-10,ND,13.69,0.25,2
2022-03-17,ND,6.41,0.37,3
